age,education,familySize,typeOfHousing,houseOwnership,householdAnnualIncome,ageOfBuilding,freqOfMoving,ageOfCustomerAccountInDays,avgDailyUsage,lateFeePayments,AvgComplaintsRaised,AvgComplaintsResolved,modeOfPayment,typeOfPlanI,typeOfPlanII,Target
38,low,Small,3BHK-Apt,Owned,Medium,<10yrs,2,1-2yrs,4.460005026,1,7,1,SD,Variable,Variable,No
28,High,Small,2BHK-Apt,Owned,Medium,20-30yrs,3,2-5yrs,12.27774805,1,10,3,PPM,Variable,Variable,No
35,High,Large,2BHK-Apt,Owned,Low,<10yrs,10,<1yr,0.960964218,1,6,4,Others,Fixed,Fixed,No
42,High,Small,3BHK-Apt,Rented,Medium,10-20yrs,5,2-5yrs,1.919188748,0,0,1,Others,Fixed,Fixed,No
50,medium,Large,3BHK-Apt,Owned,High,20-30yrs,1,1-2yrs,9.06909294,0,10,5,DD,Fixed,Fixed,No
41,low,Medium,5BHK-House,Rented,High,10-20yrs,1,<1yr,3.055482401,2,5,4,SD,Variable,Variable,No
47,medium,Small,5BHK-House,Owned,Low,20-30yrs,2,1-2yrs,3.457698313,0,6,5,DD,Variable,Variable,No
33,High,Small,1BHK-Apt,Owned,Medium,<10yrs,6,2-5yrs,13.02182343,1,7,2,PPM,Fixed,Fixed,No
39,medium,Small,3BHK-Apt,Owned,Low,20-30yrs,1,2-5yrs,2.727401015,3,6,4,PPM,Variable,Variable,No
38,low,Medium,3BHK-Apt,Owned,Medium,20-30yrs,6,2-5yrs,2.319900701,4,6,2,DD,Variable,Variable,No
30,High,Small,3BHK-Apt,Owned,High,10-20yrs,4,1-2yrs,7.553064164,0,4,2,DD,Variable,Variable,Yes
44,medium,Medium,3BHK-Apt,Owned,Medium,10-20yrs,2,1-2yrs,2.625490827,3,1,0,Others,Variable,Variable,No
46,medium,Medium,3BHK-Apt,Owned,Low,10-20yrs,8,1-2yrs,3.741160954,0,8,1,PPM,Variable,Variable,Yes
49,low,Small,2BHK-Apt,Rented,High,>30yrs,1,1-2yrs,5.235838523,1,10,8,PPM,Variable,Variable,No
48,low,Small,1BHK-Apt,Owned,Medium,10-20yrs,1,2-5yrs,4.128832275,1,8,3,DD,Fixed,Fixed,No
38,low,Large,Mansion,Owned,High,20-30yrs,4,2-5yrs,4.269677876,1,8,1,PPM,Fixed,Fixed,No
32,High,Large,3BHK-Apt,Rented,Low,10-20yrs,4,<1yr,1.826312374,3,2,0,PPM,Variable,Variable,No
32,low,Small,5BHK-House,Owned,Low,<10yrs,5,>10yrs,9.696459022,2,2,1,Others,Fixed,Fixed,No
44,High,Small,5BHK-House,Owned,High,<10yrs,5,<1yr,4.825689873,0,4,1,DD,Fixed,Fixed,No
32,medium,Medium,5BHK-House,Owned,High,20-30yrs,6,2-5yrs,4.737486072,2,5,0,PPM,Fixed,Fixed,No
31,low,Small,2BHK-Apt,Owned,Medium,20-30yrs,2,1-2yrs,2.565880492,0,10,2,PPM,Fixed,Fixed,No
44,low,Small,3BHK-Apt,Owned,Low,>30yrs,5,1-2yrs,8.685912243,2,10,5,Others,Variable,Variable,No
54,low,Medium,Mansion,Rented,Medium,20-30yrs,3,1-2yrs,0.66602747,1,4,0,SD,Variable,Variable,Yes
51,low,Medium,1BHK-Apt,Rented,High,<10yrs,2,1-2yrs,6.581977478,1,1,0,SD,Fixed,Fixed,No
37,medium,Small,3BHK-Apt,Rented,Medium,20-30yrs,1,<1yr,1.195561402,1,5,4,Others,Fixed,Fixed,No
40,medium,Medium,2BHK-Apt,Owned,Medium,10-20yrs,1,<1yr,2.652047328,3,8,5,SD,Fixed,Fixed,No
38,medium,Large,5BHK-House,Owned,Medium,20-30yrs,3,1-2yrs,2.574230164,2,1,0,DD,Variable,Variable,No
39,medium,Medium,3BHK-Apt,Owned,Medium,20-30yrs,2,<1yr,5.463097448,1,2,0,Others,Variable,Variable,No
30,medium,Medium,Mansion,Rented,Medium,20-30yrs,8,2-5yrs,3.225402036,2,10,3,DD,Fixed,Fixed,No
36,low,Large,3BHK-Apt,Rented,High,>30yrs,6,<1yr,1.40100318,0,3,0,Others,Variable,Variable,No
44,low,Medium,Mansion,Rented,Medium,20-30yrs,1,1-2yrs,2.784879129,2,1,0,SD,Fixed,Fixed,No
37,medium,Medium,3BHK-Apt,Owned,Low,20-30yrs,6,<1yr,2.617073171,1,5,0,DD,Variable,Variable,Yes
49,low,Large,3BHK-Apt,Owned,Medium,10-20yrs,2,2-5yrs,2.757906595,1,1,0,Others,Fixed,Fixed,No
21,low,Medium,2BHK-Apt,Owned,Medium,10-20yrs,1,<1yr,3.189753171,4,8,1,Others,Fixed,Fixed,No
43,low,Medium,3BHK-Apt,Rented,High,10-20yrs,8,<1yr,2.183961755,0,4,2,SD,Fixed,Fixed,No
37,High,Medium,2BHK-Apt,Rented,Medium,20-30yrs,6,1-2yrs,3.37239584,0,10,8,Others,Variable,Variable,No
43,High,Large,3BHK-Apt,Rented,Low,10-20yrs,5,<1yr,6.166511914,4,10,3,DD,Fixed,Fixed,No
29,low,Large,3BHK-Apt,Rented,Low,10-20yrs,2,2-5yrs,1.892070145,3,9,1,PPM,Fixed,Fixed,No
39,low,Medium,2BHK-Apt,Owned,Medium,>30yrs,5,2-5yrs,1.673945188,0,2,0,Others,Variable,Variable,No
42,low,Medium,1BHK-Apt,Rented,Low,20-30yrs,1,2-5yrs,2.639572519,0,10,5,Others,Fixed,Fixed,No
62,High,Large,2BHK-Apt,Owned,High,10-20yrs,3,1-2yrs,1.083536578,0,10,3,PPM,Fixed,Fixed,No
28,medium,Medium,5BHK-House,Rented,Medium,20-30yrs,5,<1yr,4.149911395,1,2,0,SD,Variable,Variable,No
40,medium,Medium,3BHK-Apt,Owned,Medium,20-30yrs,5,2-5yrs,11.54890431,2,5,2,DD,Variable,Variable,No
30,High,Large,3BHK-Apt,Rented,Low,20-30yrs,5,>10yrs,4.7216947,0,2,1,DD,Fixed,Fixed,No
48,low,Large,2BHK-Apt,Rented,Low,<10yrs,6,2-5yrs,3.567524347,3,3,0,PPM,Fixed,Fixed,No
48,medium,Small,3BHK-Apt,Owned,High,10-20yrs,4,2-5yrs,12.41391664,4,7,4,PPM,Variable,Variable,No
43,medium,Large,2BHK-Apt,Owned,Low,20-30yrs,6,2-5yrs,5.183069879,0,4,2,DD,Variable,Variable,No
34,medium,Large,Mansion,Owned,Medium,20-30yrs,4,2-5yrs,4.15411991,1,9,8,PPM,Fixed,Fixed,Yes
42,low,Medium,3BHK-Apt,Rented,Medium,20-30yrs,1,1-2yrs,2.740406249,3,5,2,DD,Fixed,Fixed,No
30,low,Medium,3BHK-Apt,Rented,Medium,>30yrs,1,1-2yrs,20.27164169,4,6,5,DD,Variable,Variable,No
34,medium,Small,5BHK-House,Owned,Medium,10-20yrs,2,2-5yrs,16.95720711,1,4,1,SD,Fixed,Fixed,No
43,medium,Medium,3BHK-Apt,Rented,Low,10-20yrs,8,2-5yrs,7.305661384,2,10,4,SD,Fixed,Fixed,No
50,low,Small,2BHK-Apt,Owned,Low,10-20yrs,1,1-2yrs,14.10031584,3,2,1,PPM,Fixed,Fixed,Yes
43,medium,Medium,2BHK-Apt,Owned,High,20-30yrs,3,1-2yrs,2.784845314,2,10,1,DD,Variable,Variable,No
37,medium,Medium,3BHK-Apt,Rented,High,10-20yrs,8,1-2yrs,6.222951624,1,2,0,Others,Variable,Variable,No
30,medium,Small,2BHK-Apt,Rented,High,20-30yrs,2,1-2yrs,7.297347287,0,7,0,DD,Fixed,Fixed,No
51,medium,Large,3BHK-Apt,Owned,High,10-20yrs,3,2-5yrs,12.53996507,3,0,0,SD,Fixed,Fixed,Yes
34,High,Medium,Mansion,Rented,High,<10yrs,7,1-2yrs,1.449733775,3,4,1,SD,Fixed,Fixed,Yes
28,low,Medium,5BHK-House,Owned,Medium,20-30yrs,5,2-5yrs,5.893406966,0,9,1,DD,Variable,Variable,No
22,High,Small,5BHK-House,Owned,Medium,20-30yrs,4,1-2yrs,10.27307047,2,1,0,PPM,Variable,Variable,No
52,medium,Small,3BHK-Apt,Owned,Medium,10-20yrs,8,2-5yrs,1.472877723,0,5,3,SD,Fixed,Fixed,No
41,High,Medium,1BHK-Apt,Rented,Low,20-30yrs,7,2-5yrs,1.106163168,3,7,4,Others,Fixed,Fixed,Yes
42,low,Small,3BHK-Apt,Owned,High,20-30yrs,3,1-2yrs,1.983081258,3,2,0,SD,Fixed,Fixed,No
33,medium,Large,5BHK-House,Owned,Medium,20-30yrs,4,>5yrs,6.257503604,1,9,5,Others,Fixed,Fixed,No
38,medium,Large,2BHK-Apt,Owned,High,20-30yrs,3,1-2yrs,1.915888212,1,3,0,SD,Fixed,Fixed,Yes
35,medium,Medium,2BHK-Apt,Owned,High,10-20yrs,1,2-5yrs,6.957905412,2,5,1,DD,Fixed,Fixed,Yes
36,low,Medium,1BHK-Apt,Rented,Medium,<10yrs,1,1-2yrs,2.367334794,0,8,1,PPM,Variable,Variable,No
52,medium,Medium,3BHK-Apt,Rented,High,<10yrs,3,2-5yrs,1.345863468,2,0,1,SD,Fixed,Fixed,No
42,medium,Small,Mansion,Owned,High,20-30yrs,1,>10yrs,4.869702726,1,6,3,DD,Variable,Variable,No
36,medium,Medium,3BHK-Apt,Owned,Medium,<10yrs,3,<1yr,0.725582501,1,10,8,DD,Variable,Variable,Yes
46,medium,Small,2BHK-Apt,Owned,Medium,<10yrs,5,2-5yrs,12.90881113,3,3,2,DD,Variable,Variable,No
34,medium,Large,2BHK-Apt,Owned,Medium,20-30yrs,8,1-2yrs,3.91434545,1,10,8,Others,Variable,Variable,Yes
50,High,Medium,5BHK-House,Owned,Medium,10-20yrs,2,2-5yrs,4.672165221,4,9,4,SD,Fixed,Fixed,No
32,medium,Medium,2BHK-Apt,Rented,Medium,10-20yrs,4,2-5yrs,6.835546412,3,9,2,SD,Variable,Variable,Yes
27,low,Medium,5BHK-House,Owned,Low,<10yrs,6,1-2yrs,9.866692142,1,4,3,Others,Fixed,Fixed,No
34,medium,Large,2BHK-Apt,Rented,High,20-30yrs,3,>5yrs,2.315119234,1,2,0,DD,Variable,Variable,Yes
34,High,Medium,2BHK-Apt,Owned,Medium,>30yrs,9,>5yrs,7.331882733,1,5,0,PPM,Fixed,Fixed,No
34,medium,Medium,3BHK-Apt,Owned,Low,>30yrs,2,1-2yrs,0.508647886,2,4,0,PPM,Fixed,Fixed,Yes
31,medium,Medium,3BHK-Apt,Owned,Medium,20-30yrs,8,1-2yrs,2.554597211,0,10,1,DD,Fixed,Fixed,No
39,High,Large,3BHK-Apt,Rented,Medium,<10yrs,1,>5yrs,1.919924868,1,2,1,DD,Variable,Variable,No
48,low,Medium,5BHK-House,Owned,Low,10-20yrs,5,2-5yrs,6.367586923,0,0,0,PPM,Fixed,Fixed,No
51,low,Medium,5BHK-House,Owned,Medium,>30yrs,1,<1yr,1.899794526,1,9,2,SD,Fixed,Fixed,No
47,low,Small,1BHK-Apt,Owned,Low,10-20yrs,2,2-5yrs,3.711633868,3,3,0,Others,Fixed,Fixed,Yes
28,medium,Small,Mansion,Owned,High,10-20yrs,1,2-5yrs,0.083981765,3,7,3,SD,Fixed,Fixed,No
37,High,Medium,5BHK-House,Owned,High,10-20yrs,2,1-2yrs,1.943192852,0,5,2,SD,Variable,Variable,No
49,medium,Medium,5BHK-House,Owned,Medium,20-30yrs,1,1-2yrs,0.855238938,0,0,0,SD,Fixed,Fixed,No
33,High,Large,3BHK-Apt,Rented,Medium,10-20yrs,3,2-5yrs,3.843109862,0,4,2,DD,Variable,Variable,Yes
36,medium,Medium,3BHK-Apt,Rented,Low,>30yrs,1,>5yrs,14.12807449,1,1,0,Others,Fixed,Fixed,No
40,High,Medium,3BHK-Apt,Owned,Low,<10yrs,4,2-5yrs,5.634398688,0,10,9,DD,Fixed,Fixed,No
30,medium,Small,1BHK-Apt,Owned,Low,>30yrs,8,2-5yrs,5.595704184,0,5,3,PPM,Variable,Variable,No
31,medium,Large,3BHK-Apt,Owned,Low,20-30yrs,2,>10yrs,1.3160815,2,6,5,SD,Fixed,Fixed,Yes
32,low,Medium,2BHK-Apt,Rented,Medium,10-20yrs,2,1-2yrs,4.301972367,2,8,5,SD,Variable,Variable,No
28,High,Large,Mansion,Owned,Low,>30yrs,6,2-5yrs,1.379584378,0,10,6,PPM,Fixed,Fixed,No
41,low,Small,2BHK-Apt,Owned,High,10-20yrs,5,>5yrs,2.83253359,4,3,0,SD,Fixed,Fixed,No
41,medium,Small,2BHK-Apt,Owned,Medium,<10yrs,3,2-5yrs,7.159470782,1,2,1,PPM,Variable,Variable,No
48,medium,Small,1BHK-Apt,Owned,Medium,20-30yrs,4,<1yr,0.306644783,0,1,0,DD,Variable,Variable,No
41,low,Large,2BHK-Apt,Owned,Low,10-20yrs,3,1-2yrs,4.462550481,4,8,6,PPM,Fixed,Fixed,No
46,low,Large,3BHK-Apt,Owned,Low,10-20yrs,5,2-5yrs,4.405856636,0,0,1,PPM,Variable,Variable,No
43,medium,Small,5BHK-House,Owned,High,10-20yrs,4,>5yrs,3.462285313,2,2,0,PPM,Fixed,Fixed,No
68,High,Small,3BHK-Apt,Owned,Medium,20-30yrs,2,<1yr,3.846333715,2,0,0,PPM,Variable,Variable,Yes
35,medium,Small,5BHK-House,Owned,High,20-30yrs,4,>10yrs,3.194331821,0,9,5,Others,Variable,Variable,No
34,High,Small,2BHK-Apt,Rented,Medium,20-30yrs,6,2-5yrs,5.10838331,0,3,0,PPM,Variable,Variable,Yes
42,low,Large,5BHK-House,Rented,High,10-20yrs,1,2-5yrs,3.3000032,0,3,1,Others,Fixed,Fixed,No
42,medium,Medium,3BHK-Apt,Owned,Medium,10-20yrs,3,1-2yrs,11.74595349,1,4,3,Others,Variable,Variable,No
32,High,Small,3BHK-Apt,Owned,Low,>30yrs,2,<1yr,4.081588788,0,5,0,SD,Fixed,Fixed,No
34,High,Medium,3BHK-Apt,Rented,Low,10-20yrs,6,1-2yrs,0.61507224,1,5,0,Others,Fixed,Fixed,Yes
31,medium,Large,1BHK-Apt,Rented,Low,20-30yrs,4,<1yr,13.52885987,0,9,8,SD,Variable,Variable,No
41,medium,Small,2BHK-Apt,Rented,Medium,>30yrs,3,2-5yrs,3.846096605,0,5,0,PPM,Fixed,Fixed,No
43,medium,Medium,5BHK-House,Rented,Low,20-30yrs,5,1-2yrs,11.10036089,0,3,1,DD,Variable,Variable,No
46,low,Medium,3BHK-Apt,Owned,Low,20-30yrs,1,2-5yrs,3.321829128,2,2,1,DD,Variable,Variable,No
30,medium,Large,2BHK-Apt,Rented,Low,20-30yrs,4,2-5yrs,7.484261344,1,5,2,Others,Variable,Variable,No
39,low,Large,2BHK-Apt,Owned,Medium,20-30yrs,2,>10yrs,1.502265247,1,1,0,Others,Variable,Variable,No
33,low,Large,5BHK-House,Owned,Medium,20-30yrs,1,2-5yrs,7.50406,1,10,7,DD,Variable,Variable,No
36,High,Medium,2BHK-Apt,Rented,High,10-20yrs,2,1-2yrs,3.024807753,2,1,0,Others,Variable,Variable,No
34,High,Medium,1BHK-Apt,Owned,Low,<10yrs,4,1-2yrs,11.82412719,1,6,0,SD,Fixed,Fixed,No
42,High,Small,3BHK-Apt,Rented,High,10-20yrs,4,>5yrs,3.5190666,3,0,0,DD,Fixed,Fixed,No
41,High,Large,3BHK-Apt,Owned,Medium,20-30yrs,7,>5yrs,8.267645085,3,10,6,PPM,Fixed,Fixed,Yes
37,High,Medium,Mansion,Owned,Medium,20-30yrs,2,2-5yrs,1.25348956,4,10,3,SD,Variable,Variable,No
50,High,Medium,1BHK-Apt,Owned,Low,20-30yrs,8,2-5yrs,11.14641466,2,7,2,Others,Fixed,Fixed,No
35,low,Medium,3BHK-Apt,Rented,High,<10yrs,10,<1yr,1.391479464,0,9,1,SD,Variable,Variable,No
56,medium,Small,3BHK-Apt,Owned,High,10-20yrs,4,2-5yrs,3.255527281,1,2,0,DD,Variable,Variable,No
36,low,Large,1BHK-Apt,Rented,High,20-30yrs,1,>5yrs,3.398664088,0,0,0,Others,Fixed,Fixed,Yes
45,low,Medium,2BHK-Apt,Rented,Medium,10-20yrs,1,<1yr,7.175846433,1,3,2,PPM,Variable,Variable,No
39,medium,Medium,2BHK-Apt,Owned,Medium,10-20yrs,4,2-5yrs,1.650805163,2,4,2,PPM,Variable,Variable,Yes
43,medium,Medium,3BHK-Apt,Rented,Low,20-30yrs,1,<1yr,4.172164202,1,6,1,Others,Variable,Variable,No
63,low,Medium,2BHK-Apt,Owned,High,10-20yrs,3,1-2yrs,3.240919269,1,10,1,PPM,Fixed,Fixed,No
28,low,Small,3BHK-Apt,Rented,Low,20-30yrs,1,>5yrs,6.967952109,1,10,0,PPM,Fixed,Fixed,No
50,High,Large,3BHK-Apt,Owned,Medium,20-30yrs,8,1-2yrs,2.500390716,4,4,3,SD,Fixed,Fixed,No
44,High,Small,3BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,4.6744083,3,6,3,Others,Variable,Variable,No
48,medium,Small,2BHK-Apt,Owned,High,10-20yrs,2,2-5yrs,5.847433686,3,6,3,Others,Variable,Variable,Yes
32,low,Large,Mansion,Rented,High,<10yrs,7,>5yrs,5.359343797,4,7,2,PPM,Fixed,Fixed,No
36,High,Medium,2BHK-Apt,Owned,Medium,20-30yrs,5,1-2yrs,1.460500954,2,7,3,DD,Variable,Variable,No
45,medium,Small,2BHK-Apt,Rented,Low,>30yrs,1,1-2yrs,4.10963424,1,9,5,DD,Variable,Variable,No
24,High,Small,3BHK-Apt,Rented,High,20-30yrs,4,>5yrs,7.785182599,1,10,3,PPM,Variable,Variable,No
52,High,Small,5BHK-House,Owned,Medium,20-30yrs,1,1-2yrs,7.0323071,1,4,1,Others,Variable,Variable,No
49,medium,Medium,1BHK-Apt,Owned,Low,20-30yrs,4,<1yr,1.413509913,3,5,2,SD,Variable,Variable,No
41,High,Medium,Mansion,Owned,Low,>30yrs,2,2-5yrs,12.85510716,1,2,1,SD,Fixed,Fixed,Yes
38,medium,Medium,3BHK-Apt,Rented,Medium,20-30yrs,4,1-2yrs,7.563264915,3,8,6,DD,Variable,Variable,No
26,High,Small,3BHK-Apt,Owned,Low,<10yrs,2,1-2yrs,2.652282111,2,10,4,Others,Fixed,Fixed,No
50,medium,Small,1BHK-Apt,Rented,Medium,20-30yrs,5,2-5yrs,2.436477949,0,8,7,DD,Variable,Variable,No
40,low,Medium,3BHK-Apt,Rented,Medium,20-30yrs,3,2-5yrs,4.318346765,0,6,0,SD,Fixed,Fixed,No
32,High,Medium,2BHK-Apt,Owned,Low,>30yrs,2,2-5yrs,2.66425797,1,9,1,PPM,Variable,Variable,No
35,low,Large,2BHK-Apt,Owned,Medium,20-30yrs,1,1-2yrs,7.626741247,2,2,0,Others,Variable,Variable,No
33,High,Medium,1BHK-Apt,Owned,High,10-20yrs,5,2-5yrs,2.030433426,3,3,1,DD,Variable,Variable,No
35,High,Medium,1BHK-Apt,Owned,Low,10-20yrs,3,2-5yrs,5.777186905,0,2,1,Others,Variable,Variable,No
37,low,Medium,5BHK-House,Owned,Medium,<10yrs,5,<1yr,6.371428395,1,8,4,SD,Fixed,Fixed,No
31,High,Medium,Mansion,Rented,Low,20-30yrs,5,2-5yrs,4.213156553,3,7,2,DD,Fixed,Fixed,No
24,medium,Small,3BHK-Apt,Rented,Low,10-20yrs,4,>5yrs,13.27097312,0,5,1,DD,Variable,Variable,No
38,High,Medium,Mansion,Rented,High,20-30yrs,8,2-5yrs,1.63093267,1,6,5,SD,Variable,Variable,No
41,low,Small,3BHK-Apt,Owned,Low,<10yrs,2,1-2yrs,3.562292565,0,0,0,Others,Variable,Variable,No
51,low,Large,1BHK-Apt,Rented,Medium,10-20yrs,5,1-2yrs,4.42040551,0,5,0,SD,Fixed,Fixed,No
38,low,Small,3BHK-Apt,Rented,High,20-30yrs,2,1-2yrs,2.223497844,0,2,0,PPM,Fixed,Fixed,No
48,medium,Medium,1BHK-Apt,Owned,High,20-30yrs,3,2-5yrs,2.916492183,3,3,0,Others,Fixed,Fixed,No
36,High,Large,1BHK-Apt,Rented,High,20-30yrs,1,1-2yrs,6.910956685,1,2,0,SD,Fixed,Fixed,Yes
40,low,Small,Mansion,Rented,Low,10-20yrs,1,2-5yrs,3.178042277,0,0,0,SD,Fixed,Fixed,No
38,low,Medium,3BHK-Apt,Rented,High,20-30yrs,7,1-2yrs,8.626226477,1,8,3,PPM,Fixed,Fixed,Yes
50,low,Medium,3BHK-Apt,Rented,Low,20-30yrs,4,2-5yrs,2.087407549,2,6,2,Others,Variable,Variable,Yes
46,low,Medium,3BHK-Apt,Rented,Low,20-30yrs,6,<1yr,5.933668821,2,10,6,PPM,Variable,Variable,No
33,medium,Small,3BHK-Apt,Rented,Low,20-30yrs,1,>10yrs,8.068502404,2,0,0,PPM,Variable,Variable,No
43,medium,Small,2BHK-Apt,Rented,Medium,>30yrs,1,1-2yrs,9.001201999,1,3,0,PPM,Variable,Variable,No
49,medium,Small,2BHK-Apt,Owned,High,<10yrs,1,1-2yrs,7.489604667,1,7,5,PPM,Variable,Variable,No
37,medium,Medium,2BHK-Apt,Rented,Low,20-30yrs,3,2-5yrs,3.969007968,0,5,2,DD,Variable,Variable,Yes
46,medium,Large,2BHK-Apt,Owned,Medium,10-20yrs,3,>5yrs,3.008655086,0,3,2,DD,Fixed,Fixed,No
29,medium,Medium,3BHK-Apt,Rented,Low,<10yrs,2,1-2yrs,8.932090381,4,10,6,Others,Fixed,Fixed,No
51,low,Medium,1BHK-Apt,Owned,Low,20-30yrs,3,1-2yrs,2.232504151,2,3,2,DD,Variable,Variable,No
48,low,Medium,2BHK-Apt,Rented,Low,10-20yrs,6,<1yr,6.14991165,1,8,0,Others,Variable,Variable,No
43,medium,Large,Mansion,Owned,Low,10-20yrs,2,>5yrs,8.904363138,2,6,5,SD,Fixed,Fixed,No
34,High,Medium,3BHK-Apt,Rented,Medium,10-20yrs,7,2-5yrs,7.065596466,4,5,1,DD,Variable,Variable,No
35,High,Medium,2BHK-Apt,Rented,Medium,10-20yrs,2,1-2yrs,0.152427316,4,4,0,Others,Variable,Variable,No
39,low,Large,3BHK-Apt,Owned,High,10-20yrs,5,2-5yrs,3.302504019,3,0,0,DD,Fixed,Fixed,No
53,low,Medium,2BHK-Apt,Owned,High,10-20yrs,2,<1yr,4.899159485,0,4,2,DD,Fixed,Fixed,No
46,medium,Small,1BHK-Apt,Rented,High,<10yrs,8,>5yrs,3.938169878,0,3,1,DD,Variable,Variable,No
43,High,Medium,2BHK-Apt,Rented,Medium,20-30yrs,2,2-5yrs,5.060024832,0,9,1,DD,Variable,Variable,No
30,low,Medium,2BHK-Apt,Owned,Medium,10-20yrs,3,2-5yrs,2.394701678,3,1,0,DD,Variable,Variable,No
50,low,Medium,2BHK-Apt,Owned,Low,20-30yrs,3,1-2yrs,2.7100576,0,2,0,SD,Fixed,Fixed,Yes
44,High,Medium,1BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,2.344439748,0,8,4,PPM,Fixed,Fixed,No
35,High,Small,5BHK-House,Owned,Medium,20-30yrs,7,1-2yrs,3.369604008,1,7,1,PPM,Fixed,Fixed,No
36,High,Large,2BHK-Apt,Owned,Medium,<10yrs,4,1-2yrs,2.5333296,4,6,4,Others,Fixed,Fixed,No
42,medium,Medium,3BHK-Apt,Owned,Low,20-30yrs,1,1-2yrs,3.067125039,0,4,2,Others,Variable,Variable,Yes
37,low,Medium,Mansion,Rented,Medium,>30yrs,4,>5yrs,4.402834338,1,9,0,SD,Fixed,Fixed,Yes
46,High,Medium,5BHK-House,Rented,Medium,>30yrs,9,2-5yrs,4.837544794,3,4,2,Others,Variable,Variable,No
42,low,Large,Mansion,Rented,High,10-20yrs,7,>10yrs,0.540135212,1,0,1,SD,Fixed,Fixed,Yes
48,medium,Large,2BHK-Apt,Rented,Low,20-30yrs,8,2-5yrs,1.61910011,0,7,5,DD,Variable,Variable,No
32,low,Medium,3BHK-Apt,Rented,Low,10-20yrs,1,2-5yrs,1.695171223,3,5,2,DD,Variable,Variable,No
32,medium,Medium,3BHK-Apt,Owned,High,10-20yrs,3,1-2yrs,4.798831987,0,0,0,DD,Fixed,Fixed,No
26,medium,Large,3BHK-Apt,Rented,High,20-30yrs,2,2-5yrs,5.142664185,0,3,0,Others,Variable,Variable,Yes
48,low,Medium,3BHK-Apt,Owned,Medium,>30yrs,7,2-5yrs,3.341134348,0,9,8,DD,Fixed,Fixed,No
40,medium,Small,3BHK-Apt,Owned,Medium,>30yrs,6,<1yr,7.003238368,3,0,1,Others,Fixed,Fixed,No
35,High,Large,5BHK-House,Rented,Medium,20-30yrs,1,2-5yrs,4.889338176,0,6,3,DD,Fixed,Fixed,No
40,low,Medium,3BHK-Apt,Rented,High,20-30yrs,7,2-5yrs,12.23025757,3,5,2,Others,Fixed,Fixed,No
38,low,Large,5BHK-House,Rented,Low,10-20yrs,1,>5yrs,4.3706521,0,1,0,Others,Variable,Variable,No
50,High,Small,2BHK-Apt,Owned,Low,10-20yrs,4,<1yr,1.328486003,4,1,0,DD,Variable,Variable,No
34,High,Medium,3BHK-Apt,Owned,Medium,10-20yrs,1,2-5yrs,0.624667952,4,0,1,DD,Fixed,Fixed,No
35,medium,Large,Mansion,Owned,Medium,10-20yrs,2,<1yr,5.487744291,1,0,1,PPM,Fixed,Fixed,No
32,low,Small,3BHK-Apt,Owned,Medium,10-20yrs,7,1-2yrs,6.030684371,0,7,6,Others,Variable,Variable,No
46,medium,Large,1BHK-Apt,Owned,Medium,>30yrs,5,<1yr,9.475774643,0,2,1,Others,Variable,Variable,No
29,medium,Medium,5BHK-House,Rented,Low,20-30yrs,1,1-2yrs,9.445131964,1,6,0,PPM,Fixed,Fixed,No
18,medium,Large,2BHK-Apt,Rented,Low,>30yrs,6,2-5yrs,6.540486377,3,5,1,SD,Variable,Variable,Yes
40,medium,Small,1BHK-Apt,Owned,Low,20-30yrs,8,>10yrs,10.31396315,0,5,1,SD,Variable,Variable,No
40,High,Medium,3BHK-Apt,Owned,High,<10yrs,2,1-2yrs,5.24035312,3,10,2,Others,Variable,Variable,No
49,low,Medium,3BHK-Apt,Rented,Medium,20-30yrs,4,>5yrs,7.102083027,0,5,2,PPM,Fixed,Fixed,No
32,medium,Medium,3BHK-Apt,Owned,Medium,20-30yrs,1,1-2yrs,2.848621839,1,3,2,Others,Variable,Variable,Yes
54,medium,Medium,2BHK-Apt,Rented,Low,20-30yrs,8,1-2yrs,3.876073906,0,1,0,Others,Fixed,Fixed,No
39,low,Large,3BHK-Apt,Rented,Medium,20-30yrs,7,2-5yrs,7.642623388,2,6,3,PPM,Variable,Variable,Yes
39,medium,Medium,5BHK-House,Owned,Medium,10-20yrs,2,>10yrs,2.858343469,2,10,3,Others,Variable,Variable,No
24,High,Large,2BHK-Apt,Rented,High,>30yrs,2,>10yrs,0.661908642,1,8,0,PPM,Variable,Variable,No
49,medium,Large,2BHK-Apt,Owned,Low,10-20yrs,6,<1yr,2.120223098,4,0,1,Others,Variable,Variable,No
42,medium,Medium,2BHK-Apt,Owned,High,10-20yrs,2,2-5yrs,3.996662029,1,7,3,SD,Fixed,Fixed,No
34,low,Medium,1BHK-Apt,Owned,High,>30yrs,5,>10yrs,4.43691876,1,5,1,SD,Variable,Variable,No
31,High,Large,2BHK-Apt,Owned,Medium,20-30yrs,4,1-2yrs,3.504012617,1,10,8,Others,Fixed,Fixed,No
42,medium,Small,3BHK-Apt,Rented,High,20-30yrs,2,2-5yrs,3.018630398,2,8,6,Others,Variable,Variable,No
35,High,Small,2BHK-Apt,Owned,Medium,20-30yrs,5,2-5yrs,4.881263342,1,0,1,DD,Variable,Variable,No
